SquareFootage,BackyardSpace,NumBedrooms,AgeOfHome,SchoolRating,RenovationQuality,Price
1632.41,919.8,3,53.75,5.78,7.55,425369.7452
1069.5,606.66,5,20.77,7.17,7.36,499696.5864
1155.22,484.34,2,39.91,6.74,4.72,183190.785
916.71,579.87,3,27.64,4.29,3.33,198341.7797
1437.31,568.03,1,111.91,5.16,3.0,195897.2397
1067.87,217.9,3,24.71,7.27,4.0,331226.1443
550.0,395.98,2,133.07,5.24,2.83,117833.0743
1464.01,577.43,5,63.39,8.56,4.62,558155.1768
785.06,165.5,1,46.28,5.64,4.97,115615.3203
840.12,1251.42,3,27.71,6.4,7.39,373827.7512
801.85,621.36,3,56.13,7.48,7.94,301781.1467
1480.48,1058.42,2,21.59,7.59,4.71,294657.38
662.87,193.62,3,94.33,7.07,5.07,189728.5889
984.1,361.65,2,35.47,3.84,1.73,139677.7098
920.56,828.17,2,12.82,7.13,5.17,353954.5232
1515.29,720.04,1,20.59,5.91,6.27,181925.901
1963.87,607.45,3,78.78,9.25,6.26,309154.0514
670.81,777.24,3,5.82,4.24,1.93,92774.04799
839.76,138.49,4,6.82,8.98,6.95,374302.8931
1286.17,387.44,6,17.5,6.73,3.43,562151.053
909.57,695.96,3,108.59,8.84,5.69,203289.7325
828.63,459.08,3,58.92,8.72,7.06,277242.4891
1682.22,645.04,4,61.59,7.87,5.98,415416.769
1275.71,627.16,3,82.05,4.64,4.48,354489.5646
1388.79,710.95,2,36.91,4.94,3.67,339200.9901
1223.21,318.94,2,61.26,3.57,5.79,410773.7438
637.66,427.73,4,47.63,7.1,2.59,247617.3432
591.93,38.03,3,14.15,6.62,3.29,201435.0774
645.66,432.17,4,86.32,6.79,5.16,562160.7089
918.86,555.33,1,60.72,5.97,1.06,108739.5259
1021.92,397.07,2,17.54,7.18,5.32,421953.7341
1025.08,898.79,3,5.95,8.99,6.17,197643.7107
550.0,467.52,3,23.37,7.82,6.34,233342.2854
1328.99,469.5,3,45.62,8.67,6.14,454826.7298
1930.03,800.71,4,29.03,6.08,4.96,587055.1488
550.0,47.13,4,6.51,6.4,3.45,119789.4769
1284.14,26.05,3,98.38,8.34,5.42,342875.1627
630.95,22.96,2,60.78,4.85,4.89,132679.1883
550.0,780.34,2,78.83,1.39,0.82,107131.8222
1226.59,900.44,2,12.87,7.48,6.33,165863.1355
812.15,599.29,4,29.67,8.83,7.48,495148.1821
554.51,663.26,5,56.22,7.96,5.53,319405.5711
588.48,319.66,2,55.35,4.33,3.46,250967.0996
550.0,91.61,3,34.32,9.14,4.51,117918.5277
968.63,955.04,3,43.74,6.59,4.79,243254.6491
834.4,424.69,3,11.2,8.85,4.01,266620.3033
1543.25,454.73,3,5.76,10.0,8.5,450725.5037
588.48,323.87,4,25.23,6.79,5.47,260869.6178
550.0,449.56,5,44.63,9.74,7.77,507713.0163
550.0,62.43,3,115.37,5.92,3.02,182779.7308
683.28,683.59,4,20.2,7.74,5.55,321849.8444
740.88,463.34,1,13.34,5.04,2.96,133886.6698
1434.43,370.18,2,66.2,5.13,6.35,527756.2985
967.81,463.41,4,78.32,8.9,7.61,136794.6888
1028.46,369.83,3,104.99,5.2,6.35,184235.5417
550.0,573.81,4,82.24,8.36,6.57,167473.2486
1113.69,4.58,3,33.55,8.15,5.29,303962.8866
1300.36,761.02,4,32.73,10.0,5.43,666173.327
1006.86,62.78,2,58.7,6.83,4.43,283570.2735
1568.19,92.9,3,95.79,6.91,7.05,497737.6711
1226.96,531.09,4,62.42,7.7,7.96,394038.3909
2405.6,171.16,5,37.58,8.09,5.79,849297.2307
1213.01,451.41,4,102.68,8.01,5.84,215501.7223
701.87,75.44,3,57.58,5.12,5.59,196091.6698
1528.82,624.83,3,26.67,7.37,6.71,322009.8981
764.24,664.94,2,4.06,8.25,3.68,108849.7826
925.18,648.46,3,26.17,7.97,4.19,293299.7552
1085.09,232.62,3,14.58,5.13,1.43,304756.3378
1252.11,778.61,3,20.76,8.05,6.46,383349.313
1638.78,893.49,3,66.96,10.0,3.66,318697.4162
645.83,541.42,3,18.74,7.18,3.64,113768.0565
550.0,353.75,3,63.28,6.03,3.87,199637.143
1559.56,215.68,3,51.96,8.21,7.33,425810.8387
1432.31,457.25,4,0.16,9.62,5.89,611446.3581
1167.52,414.24,4,30.2,4.66,7.1,667307.0133
550.0,681.04,3,8.82,5.8,3.41,155604.02
1618.08,694.75,2,63.0,7.1,3.83,306732.7233
1247.13,570.45,2,66.28,6.4,5.83,175483.1363
757.36,613.27,3,10.25,8.47,6.28,257182.233
799.39,1216.81,2,36.99,6.8,6.96,192498.1029
941.81,439.59,2,94.67,7.08,4.45,151361.7125
550.0,906.71,5,11.52,10.0,7.31,483683.052
1519.89,848.64,3,58.39,6.66,5.09,440762.3342
709.62,100.66,4,7.95,6.08,2.74,176426.4574
1474.99,774.45,2,57.62,4.92,6.15,224973.4118
550.0,223.2,3,11.13,7.31,6.23,340564.4614
966.05,366.65,3,7.85,9.4,2.9,144270.6511
756.26,104.8,5,35.28,7.4,5.6,273012.2059
2579.34,641.52,2,1.43,6.54,5.91,625032.5031
550.0,311.23,2,95.99,4.48,3.31,208322.3964
550.0,351.87,3,46.36,6.73,3.33,136062.8211
550.0,116.54,3,152.41,4.77,0.75,110450.8527
1004.33,383.41,4,73.32,8.1,5.91,345705.3279
550.0,794.9,4,15.41,7.88,3.28,125901.3577
1296.88,1051.09,1,19.99,7.48,5.95,151985.0457
1252.56,239.71,2,22.39,8.09,5.91,338905.9794
1758.17,285.33,3,41.34,9.42,5.74,343771.9532
550.0,480.48,2,13.68,6.92,3.65,174243.2503
1544.53,677.97,4,17.8,10.0,5.96,338942.4888
853.42,584.06,2,9.51,6.03,2.91,209556.1828
699.1,160.33,2,86.16,6.29,1.69,138343.9413
1863.33,857.09,3,3.76,8.62,7.63,288276.8444
550.0,867.01,1,51.71,4.65,3.49,172176.5119
1071.37,98.52,4,41.23,7.99,6.58,286724.3972
915.61,350.37,3,48.52,9.0,1.96,217710.7415
838.91,365.87,1,55.46,4.63,5.45,218446.7975
1537.28,258.36,3,71.96,3.99,3.45,485724.5886
792.46,181.11,3,58.12,4.53,4.6,194706.3253
557.98,59.19,4,51.15,6.07,2.83,131819.8828
1701.34,798.06,3,36.11,7.52,6.46,477183.1747
1052.48,43.02,3,60.07,7.75,7.69,484512.1588
777.56,701.26,2,35.71,5.5,3.48,96645.45592
1567.09,468.89,2,97.63,7.97,6.96,242090.3177
1061.97,333.14,5,7.25,8.39,7.02,459577.8498
550.0,746.43,3,113.42,7.06,4.23,191199.6967
1050.87,293.12,4,68.9,7.12,3.92,417654.312
659.51,774.48,1,77.2,6.68,3.77,222777.0701
1849.9,620.4,2,34.48,6.69,8.64,339258.4368
1070.0,729.15,5,69.59,10.0,3.04,442788.154
752.71,825.31,2,8.94,4.33,3.41,254303.635
1267.22,715.27,4,62.61,6.57,3.02,300052.9435
1569.31,1037.97,3,84.33,5.09,3.62,383024.0157
611.78,779.85,2,39.83,5.23,3.39,163298.013
1612.52,1159.82,4,43.81,9.54,5.4,666148.7699
730.03,631.71,2,57.13,6.72,5.41,183107.5642
1173.04,874.51,3,71.7,6.33,7.28,251833.8761
653.62,525.86,4,64.06,5.53,6.64,355415.1088
550.0,164.88,3,109.05,5.04,0.83,142984.178
636.83,195.19,3,21.26,7.65,6.28,177443.8225
1017.19,300.08,2,46.61,5.79,5.13,232294.47
933.56,825.34,2,114.33,3.15,1.46,278031.9432
550.0,592.31,2,74.28,6.09,1.29,290806.1083
1376.09,301.07,5,43.79,7.3,7.01,451761.6713
776.93,472.79,1,34.78,4.11,6.11,273232.6509
1174.24,144.94,3,10.94,10.0,8.92,288525.3515
550.0,836.67,2,51.63,7.82,6.99,134853.855
1269.27,249.34,3,57.33,7.17,6.71,252379.5882
1459.29,419.43,4,26.19,6.78,5.81,527805.1623
1159.38,366.84,4,36.82,8.09,5.51,339013.2837
555.51,611.77,2,23.99,5.5,6.04,102297.5218
1427.51,295.74,3,78.2,6.21,4.98,298444.3614
550.0,789.52,2,59.89,6.29,3.45,345118.1716
550.0,181.32,1,73.07,3.23,2.01,325649.7834
627.78,219.09,3,12.27,7.57,5.37,238884.6266
1074.21,693.25,3,4.8,7.89,3.6,544527.3548
569.26,237.75,4,16.11,6.08,4.44,214462.382
1042.03,445.34,3,22.71,9.8,5.01,298680.9437
1371.0,397.63,3,26.75,7.06,5.65,442225.0674
599.91,554.94,1,46.38,6.74,6.25,127451.1909
550.0,1080.29,3,59.29,5.88,5.04,244580.9873
767.77,1045.55,3,30.16,7.52,5.38,174163.6594
1828.53,495.75,3,37.31,7.72,3.56,439592.108
1035.96,517.48,5,43.08,8.61,4.82,404176.0086
588.25,654.63,5,48.41,7.95,5.2,473247.4614
1608.72,375.62,4,60.0,7.88,4.95,293386.9158
1645.3,87.61,4,22.7,6.51,8.29,404832.6191
945.51,585.59,4,28.81,9.8,6.9,237318.6527
1027.78,633.18,4,13.77,7.18,7.73,260509.4674
1774.66,552.28,3,61.73,7.65,4.79,237627.2881
1384.88,486.84,3,92.69,7.3,8.35,390638.4666
1257.21,808.46,4,46.72,9.78,9.03,435506.5116
550.0,492.09,2,86.06,8.5,4.85,212345.6267
1146.65,819.96,4,17.55,6.23,6.82,303351.4472
862.01,249.1,2,33.68,8.7,5.96,133676.534
610.07,908.56,4,27.59,6.13,4.33,127115.2583
550.0,251.84,3,60.57,6.16,3.6,105902.3322
795.24,540.4,4,36.06,9.98,4.1,206409.2786
623.86,133.06,3,24.32,6.41,7.55,419966.6879
1348.57,623.4,2,23.68,9.57,4.94,261413.5934
1054.36,187.51,4,27.29,7.89,5.76,499241.8291
774.9,609.13,4,45.2,7.42,7.21,324048.5151
550.0,967.79,2,87.55,3.3,4.92,122433.8106
1433.13,273.31,3,49.66,5.97,4.41,279061.4155
759.22,507.23,2,33.25,6.66,4.96,370421.234
583.7,260.14,4,55.97,10.0,4.73,320559.6601
613.65,167.43,3,4.56,6.07,2.17,299949.6785
925.73,449.65,3,42.34,6.55,6.02,542943.1356
550.0,453.98,2,41.17,4.59,3.61,160605.5604
1320.0,669.14,4,33.11,10.0,10.0,612887.7486
1488.9,734.17,4,21.5,7.69,6.75,397948.0494
894.95,452.22,2,49.25,3.33,0.57,147113.2338
956.98,120.84,2,10.64,3.87,2.5,161039.2134
1287.48,517.81,3,80.89,5.86,6.93,459853.5182
550.0,960.96,1,81.66,2.88,2.76,180340.2414
1152.86,897.1,4,2.24,7.03,6.48,611952.6394
583.36,594.34,3,17.71,5.08,2.42,196839.3153
1310.08,742.73,5,137.11,8.7,7.16,676723.7491
553.63,417.33,2,58.29,4.58,0.24,239641.2752
669.93,426.17,4,65.06,10.0,5.26,375354.3711
835.59,364.12,1,30.44,6.89,4.75,137651.9782
891.84,731.06,3,31.8,7.61,2.42,203760.4846
700.9,840.32,3,92.84,6.09,5.08,152297.6017
718.07,138.05,5,70.62,10.0,6.29,301642.0436
550.0,349.43,3,42.73,9.9,5.68,453631.532
1637.04,554.53,4,18.7,10.0,6.44,333345.3744
1529.31,762.56,3,51.03,6.2,3.75,483241.2513
2721.32,543.35,4,42.43,7.82,7.45,763219.162
1868.71,974.79,3,109.51,6.11,5.51,430258.7998
1094.63,1085.71,3,52.65,3.78,4.26,274890.2237
1120.64,368.3,6,11.37,7.63,5.98,681994.9094
550.0,435.35,3,93.9,3.56,5.82,102050.3585
930.28,2.75,2,90.78,4.54,0.4,121786.8176
1811.82,423.66,4,31.67,8.03,5.26,631312.376
1537.35,659.73,3,34.3,7.57,5.98,271185.4808
1573.68,603.98,2,25.43,8.39,5.11,423815.248
1954.21,25.96,2,32.93,4.59,6.45,261807.1939
993.92,215.54,2,14.32,5.29,2.58,158162.5983
550.0,113.08,3,72.38,6.88,3.84,131037.3002
813.84,1005.25,1,121.45,3.79,3.03,119066.8326
1330.24,573.49,1,64.0,6.96,5.02,205784.669
606.62,547.12,3,23.86,5.58,1.82,330437.4705
1334.82,153.25,3,88.77,4.77,2.65,202608.9636
1254.35,414.2,6,50.09,8.71,8.33,749067.4694
774.57,633.56,2,56.93,7.55,4.95,280826.7251
991.57,568.42,4,61.74,8.81,5.98,245099.9209
966.69,583.37,4,19.26,6.26,4.99,254894.2626
1702.79,267.7,5,87.98,10.0,8.32,837970.4147
949.39,252.68,5,59.5,9.14,4.64,432711.3006
1774.97,799.75,3,32.31,4.78,3.39,388014.5042
1899.3,447.03,3,8.82,8.8,6.2,503314.3608
1578.44,331.71,2,13.24,9.38,5.38,346232.2238
878.71,1061.87,5,9.59,8.89,7.99,524187.1143
841.37,507.01,3,25.57,6.82,5.54,218833.1818
790.32,603.84,3,21.54,9.1,5.1,307857.6781
1014.76,594.49,1,26.06,8.91,4.14,221530.8266
969.98,172.29,4,57.68,7.97,7.32,552399.0431
1223.17,100.38,3,41.37,6.68,6.76,292393.51
604.7,358.48,3,92.22,4.65,4.1,159467.8898
1553.28,767.25,2,24.25,6.01,6.71,578259.3649
1291.71,197.32,3,60.68,4.84,6.18,185347.049
562.66,1033.7,4,39.75,7.11,6.25,244700.5513
1883.16,84.5,2,48.97,5.87,6.63,374107.3985
1376.19,25.85,3,32.43,8.2,5.26,256747.0528
550.0,139.13,4,10.17,5.68,3.18,202442.6815
550.0,183.94,3,67.96,6.95,2.44,177048.5506
1230.8,808.78,2,44.78,4.37,3.85,358206.1419
1535.36,331.35,4,41.53,9.08,6.94,592175.603
773.75,890.83,5,0.01,9.16,4.57,311510.6121
1554.53,1146.39,3,60.29,7.37,6.97,552899.6883
1792.82,888.46,3,54.53,6.8,7.0,330587.3834
1167.07,284.86,3,37.93,5.33,7.3,514204.7866
1010.1,236.34,4,21.82,6.06,5.79,242606.8395
914.2,306.21,3,69.26,6.79,4.93,144004.2554
1379.79,375.08,3,44.94,9.22,7.31,594488.8324
550.0,83.41,3,87.14,3.94,1.1,148537.9023
550.0,449.25,2,7.31,4.8,2.92,270705.4256
738.18,515.33,3,77.13,5.23,6.59,244045.5199
1267.32,742.84,5,31.97,8.98,6.3,284914.3038
550.0,510.19,3,43.12,3.41,2.16,268056.2264
813.78,561.36,4,23.53,8.76,7.03,397277.2679
550.0,326.79,4,40.8,7.81,3.38,176690.5179
1708.43,673.86,3,85.52,8.29,6.48,390128.7501
2068.36,314.26,4,66.77,9.44,8.03,689258.045
873.82,273.01,3,0.51,5.85,6.3,205364.1847
550.0,586.88,2,75.73,6.67,5.33,114899.8269
806.87,429.91,3,45.94,7.62,4.4,157357.3693
687.49,79.42,1,40.11,7.2,5.27,124139.6177
1080.83,779.97,3,34.1,5.21,6.13,712252.1894
550.0,712.97,4,79.55,6.48,4.23,206938.7614
1150.13,112.35,2,56.49,4.45,3.32,358135.5706
917.29,369.9,2,71.93,9.11,6.09,270755.4029
550.0,210.44,5,69.84,8.85,3.89,215742.7482
1571.91,151.85,2,80.12,5.02,4.54,214915.6692
782.26,743.27,2,82.07,5.6,1.91,193808.0636
1161.81,532.59,3,47.28,7.56,6.16,183923.0472
1284.31,274.86,5,38.65,8.11,6.68,587516.5043
1183.0,332.92,4,3.09,7.72,7.36,449529.6374
607.86,577.09,1,4.35,6.35,4.07,198478.5025
1055.93,629.66,3,86.55,7.57,2.51,192402.0638
1010.63,512.88,3,9.1,4.1,5.79,402293.4837
550.0,549.2,3,10.54,5.38,7.55,154444.6512
550.0,715.05,3,36.97,7.04,3.1,134583.2515
800.7,165.21,2,16.69,6.04,3.31,165657.3604
1138.63,421.68,3,52.32,9.12,7.95,222939.7391
690.99,769.52,2,22.53,6.61,0.75,155158.3258
550.0,293.84,4,18.44,7.36,2.78,277814.9994
1339.82,768.82,4,23.11,7.2,4.5,343027.6788
1119.47,1157.72,2,22.65,5.74,7.78,284573.5039
1010.83,223.68,3,53.01,8.55,6.23,427600.4758
707.34,571.86,3,34.98,7.7,8.84,444412.2556
1946.34,521.38,1,4.85,5.75,4.89,182718.5298
1190.82,559.94,3,100.02,9.99,7.55,380252.3536
550.0,290.32,3,53.05,4.98,4.21,365330.0965
554.01,105.83,4,105.32,7.1,4.49,179268.8229
691.0,653.22,3,149.56,7.01,4.79,440770.9667
1597.54,690.35,3,19.33,10.0,7.41,504313.189
1356.68,986.92,3,64.4,7.23,9.26,428833.192
849.96,504.5,3,13.43,8.09,5.01,431395.731
550.0,198.3,2,7.12,5.42,2.55,154520.8067
550.0,747.99,4,81.19,9.36,3.02,346664.0448
1040.39,363.11,3,12.24,8.06,4.94,223576.1619
1247.77,132.9,3,11.2,9.03,6.24,303919.7476
550.0,17.11,1,97.65,5.86,4.28,276181.7237
799.57,460.93,2,46.71,9.49,5.11,166715.2509
554.26,660.58,2,72.52,2.04,2.65,127273.3566
666.22,1166.41,4,18.84,6.82,5.27,311436.8045
1362.44,1264.2,3,92.36,7.43,8.11,408043.3866
550.0,470.97,4,63.28,5.73,4.65,233789.3427
550.0,88.46,1,37.71,3.42,2.65,253706.2029
1658.26,682.33,4,25.51,7.45,7.76,462394.7906
554.8,640.68,2,35.01,6.66,2.02,253203.9042
550.0,692.34,3,140.48,4.81,1.04,181185.637
1028.47,213.54,4,80.26,6.02,4.93,392732.8557
1644.94,1206.59,4,41.64,4.78,7.47,300158.0896
736.85,767.81,1,62.36,7.3,3.65,351781.2559
965.01,821.61,4,2.55,5.66,5.44,336276.9028
917.99,151.87,4,12.68,3.99,5.25,389898.0003
1635.03,944.49,4,78.79,9.11,7.14,565634.5769
932.28,432.85,4,125.96,3.76,6.89,332929.6403
970.6,282.17,3,35.82,7.52,5.0,317519.7226
1318.75,1087.95,3,80.64,7.8,4.25,507865.0294
550.0,321.57,3,110.66,8.12,2.71,186836.4341
643.37,1345.94,3,53.61,9.05,4.13,217832.0938
550.0,322.67,4,50.0,7.85,5.23,200834.2875
550.0,859.58,3,64.25,9.43,3.06,306963.0262
1047.19,127.56,2,64.43,0.89,1.35,120328.5623
1563.58,724.0,3,60.85,7.8,5.93,390936.305
1831.8,480.02,2,57.58,5.41,3.43,313286.8009
1856.44,309.01,2,23.68,5.71,5.31,384306.2272
550.0,538.87,2,99.62,3.42,3.94,127058.6412
550.0,314.08,4,49.77,5.57,2.35,190599.4267
983.26,206.33,2,50.91,5.18,7.19,148126.1958
837.06,408.7,4,32.17,2.92,3.72,261715.0866
550.0,766.08,2,103.67,4.93,6.65,125908.1015
1363.54,229.35,5,55.7,8.35,5.28,651993.5077
550.0,266.9,3,15.94,7.07,4.67,183397.9195
813.44,924.66,2,41.72,6.29,5.64,287456.6726
1432.2,981.5,4,35.44,6.95,7.66,727626.7059
936.49,379.33,2,46.35,6.59,7.27,328391.6367
608.41,500.72,2,133.6,4.59,3.41,182527.0627
1844.94,1202.52,3,20.67,9.04,8.01,223665.42
1076.36,229.16,2,28.01,6.98,3.58,226612.8674
1348.09,826.76,5,15.98,7.08,6.72,662104.8113
550.0,334.15,1,77.39,2.88,1.2,167794.434
1668.25,758.91,5,39.69,7.54,9.06,394371.9124
1008.63,371.12,3,5.77,1.37,2.93,315717.5255
1495.54,102.09,4,67.64,10.0,7.21,363115.9217
1973.89,371.56,5,45.64,10.0,9.21,558724.6168
1937.42,569.13,2,40.53,7.22,7.26,314630.9598
1410.81,373.51,2,63.51,8.48,6.08,299895.4757
1036.36,155.28,4,9.21,7.87,4.37,455248.5557
1442.57,305.96,2,8.56,6.24,5.63,397648.5235
863.31,502.33,2,80.9,4.7,4.84,222701.3807
1107.54,645.26,1,82.1,4.75,0.6,98540.95607
550.0,342.48,2,1.67,4.63,3.66,131803.1407
935.24,351.22,2,54.06,5.93,7.52,423958.8646
1280.45,777.26,4,71.64,8.52,7.21,341905.6708
1106.34,1082.61,5,1.17,8.13,7.8,311596.6105
1173.75,517.21,2,55.1,6.75,3.44,102811.3906
1761.86,139.96,3,27.3,9.57,8.19,713441.2579
1109.92,433.56,4,23.01,7.28,8.21,396505.3981
844.95,249.42,3,67.03,7.09,2.59,235650.3565
594.57,756.04,3,7.96,5.52,5.62,113983.8198
1046.79,342.15,3,3.39,7.45,3.98,195135.8534
1639.0,261.29,5,6.98,10.0,10.0,816228.0597
550.0,83.86,3,77.0,5.7,2.61,95319.3426
1248.3,347.05,3,57.76,7.29,4.53,184180.3022
817.26,942.17,2,114.97,5.87,3.23,238886.441
1004.32,760.44,4,16.48,4.85,3.27,439796.0716
550.0,61.99,2,49.1,4.08,0.67,112697.6057
1280.56,672.56,2,91.08,4.14,3.26,150319.056
703.01,590.18,2,84.44,5.5,3.75,118738.0677
1024.7,827.3,3,13.88,8.71,4.87,373841.5628
1127.11,409.98,2,19.86,6.04,2.72,136278.2019
1259.71,482.01,4,10.05,7.69,5.09,313323.3904
1227.08,257.05,3,26.32,3.41,6.81,329881.689
1163.32,366.04,3,36.19,5.83,3.5,376807.9552
1622.22,116.78,4,24.19,8.74,8.75,379636.3001
550.0,281.58,2,37.33,5.0,3.92,146398.0981
760.79,311.73,3,2.98,6.73,4.49,257495.1117
1529.15,802.42,4,15.41,7.04,6.86,791421.1359
550.0,135.08,3,28.71,5.46,8.16,282855.1167
1113.87,454.43,5,77.3,6.17,3.77,412716.6364
861.76,33.53,4,33.31,6.34,5.33,380776.593
852.57,97.21,2,34.81,4.15,1.37,113695.3777
1452.3,446.97,3,77.95,6.46,5.46,402016.5032
1501.25,80.27,3,47.35,5.89,3.33,370439.3523
1528.68,113.22,3,27.43,7.13,3.23,315279.277
791.8,388.11,3,49.64,6.41,4.91,311996.9285
550.0,528.78,1,24.05,6.01,2.05,154133.2594
731.32,574.96,1,94.5,5.74,2.49,125895.9984
1294.63,975.53,3,12.56,8.53,9.24,509396.2491
692.1,572.25,3,50.39,3.32,2.15,295674.2272
594.02,673.19,3,71.99,4.79,4.03,280797.6486
794.16,213.83,3,108.68,7.56,4.99,253671.3641
781.01,888.84,4,7.17,6.16,4.69,304061.1571
1362.72,1044.39,2,54.1,6.08,3.77,311418.5885
550.0,457.3,4,8.61,9.06,3.88,129891.1783
1360.01,165.16,2,77.89,4.89,3.75,277678.3584
839.18,39.77,3,64.93,9.63,5.53,449851.6157
746.94,501.69,3,32.91,8.5,6.4,336980.0256
550.0,255.07,4,20.21,5.96,4.22,151227.593
845.84,590.94,3,40.86,9.17,5.73,239893.8764
1144.52,244.18,4,22.45,6.1,4.67,407439.7019
1230.22,91.7,4,48.75,7.14,6.76,249197.4365
1159.83,160.48,2,31.51,7.89,6.29,152316.5163
874.53,381.24,3,82.95,5.8,3.56,152308.4204
1134.91,153.37,3,8.26,8.62,5.12,341988.3309
808.03,401.62,2,47.0,7.27,3.85,108814.7493
550.0,182.65,3,56.2,9.0,4.5,251531.1664
815.38,640.17,2,83.49,4.32,3.6,196709.0234
1208.86,661.44,2,19.06,6.78,4.8,213524.6477
550.0,23.66,2,33.32,2.59,2.84,113269.523
1608.32,1111.4,3,32.37,9.3,5.25,290268.5031
1697.87,722.04,3,69.99,9.33,7.72,223105.4141
1065.39,160.6,3,86.56,8.44,5.3,373527.7319
1423.0,593.15,2,28.45,4.5,4.04,334532.0755
1250.32,673.64,4,19.87,5.59,5.81,572622.5536
1540.08,966.55,5,8.14,10.0,10.0,829280.1212
984.21,120.1,3,81.28,6.46,3.27,314074.2013
1356.4,261.49,4,45.93,7.45,6.82,294658.1949
550.0,304.92,4,10.43,6.9,4.39,356015.9725
1594.17,567.07,4,25.66,10.0,6.74,470536.3101
1612.72,1324.12,3,13.92,9.09,10.0,506332.0959
1327.52,421.46,3,82.55,7.51,5.24,337885.0451
1756.64,946.52,3,61.67,4.63,4.31,398607.9416
550.0,479.64,1,40.38,5.73,3.88,200372.4571
2194.65,479.92,3,15.09,5.35,4.94,564668.1947
550.0,1255.34,2,18.93,7.55,1.9,165193.2235
1681.69,615.04,3,29.35,8.48,8.87,348619.8053
1243.58,389.21,3,49.28,4.79,3.11,230578.9288
943.11,780.54,2,72.2,7.46,3.25,196299.6935
819.71,598.22,2,18.64,8.96,5.88,197377.5948
550.0,712.54,2,18.44,5.73,3.05,111897.733
777.79,165.77,3,21.42,3.83,5.06,213676.0506
965.04,539.41,3,74.8,7.28,4.96,136866.0138
550.0,727.66,3,5.52,3.84,2.79,94995.80949
1628.72,462.37,4,19.92,7.86,8.58,650855.1678
907.51,875.99,3,56.63,6.86,5.34,132104.0494
550.0,306.83,2,81.51,5.63,4.46,203731.6781
550.0,174.87,2,52.45,8.09,8.69,213896.1784
1664.88,980.87,4,66.71,10.0,6.62,302138.7007
1188.92,835.27,1,71.35,3.12,3.79,245731.7371
550.0,779.69,3,92.09,4.5,3.72,98718.31518
1784.63,516.74,4,15.57,10.0,9.34,830152.1566
822.24,967.04,4,66.18,4.19,6.25,313484.1485
1488.04,707.73,1,111.86,6.58,3.96,151913.9993
1635.34,640.43,3,23.25,10.0,5.58,374415.8652
1244.67,439.03,3,159.26,4.96,3.56,173059.6361
1092.07,476.54,2,10.36,6.69,3.51,345985.2698
550.0,193.33,3,107.01,8.3,5.61,191530.8126
1145.22,94.04,3,15.36,6.9,3.14,232593.1716
550.0,677.43,2,80.47,3.83,2.23,134264.7762
550.0,368.92,5,12.26,8.76,4.6,166993.8211
1622.43,454.07,1,22.81,6.82,5.87,411696.635
550.0,557.19,3,73.11,6.45,2.79,129375.8222
1457.94,30.7,2,49.68,5.31,6.12,540260.287
1465.72,310.21,3,9.88,7.39,9.01,348780.2029
813.44,83.54,2,46.58,0.74,2.67,112889.549
1355.66,213.57,1,64.93,4.07,4.17,161135.927
1964.4,929.31,2,84.11,5.14,5.17,255530.6013
783.13,372.3,2,83.51,4.32,2.24,168330.4741
785.99,1001.37,3,37.87,5.45,1.48,92601.95258
769.33,294.5,2,26.16,5.88,4.68,306219.2514
1984.35,386.43,4,19.22,6.17,4.08,540757.4699
550.0,434.72,4,14.09,10.0,0.11,182456.2896
933.99,249.17,4,29.55,6.67,4.2,432123.938
754.7,411.51,1,24.71,7.34,4.36,99338.70513
978.37,1137.92,3,21.03,6.12,4.44,431606.9747
866.92,490.14,2,29.55,5.24,5.62,163923.6526
720.07,834.12,2,83.85,5.47,7.36,112202.2475
1035.55,187.9,6,57.28,10.0,4.12,436153.2994
1635.13,285.85,3,8.43,6.61,6.96,419292.4776
860.5,316.29,4,66.86,7.49,5.09,219051.4837
805.18,949.4,4,20.4,3.47,5.09,229305.9829
550.0,483.13,4,1.57,8.22,7.9,242334.6467
669.92,210.68,3,1.74,7.34,9.02,271609.5495
550.0,383.09,2,60.41,3.68,3.21,129581.9276
1284.04,727.56,3,11.36,7.92,4.18,349805.471
900.27,199.73,5,48.95,7.61,8.65,380264.2489
1298.07,780.42,2,85.77,7.73,6.1,205838.1961
1191.96,583.2,2,60.19,6.55,5.03,479551.9932
550.0,231.56,4,25.23,7.37,3.04,152349.6387
2468.58,819.54,3,66.1,6.22,5.89,564164.8118
589.27,261.54,4,4.68,8.42,7.04,239850.3375
1270.65,91.09,4,67.25,10.0,7.43,630878.4614
1516.73,149.41,3,32.96,7.34,7.91,573083.1594
645.31,554.56,4,26.36,8.88,6.64,465801.9712
935.59,503.71,2,53.96,5.05,0.63,186837.4162
934.48,655.14,4,148.55,7.29,5.33,272173.3089
738.76,676.95,1,0.18,5.99,6.25,99790.47713
555.88,655.24,3,53.66,8.67,5.99,215596.0861
1002.76,515.12,3,20.57,10.0,6.31,385144.7233
1339.23,630.25,3,1.48,6.0,6.43,417432.9492
857.78,615.54,3,25.63,3.42,3.7,235149.0994
690.82,983.03,5,25.08,9.52,6.3,282190.943
1510.98,440.43,2,20.07,8.93,6.08,399718.2074
1194.41,399.92,4,146.72,4.81,2.79,352518.6373
1569.16,819.59,2,122.54,8.43,7.51,295544.7864
677.16,375.04,2,34.83,5.72,4.93,148899.3633
